Model,lesion_assd,lesion_dice,lesion_dice_global,lesion_dice_per_case,lesion_jaccard,lesion_msd,lesion_precision,lesion_precision_greater_zero,lesion_recall,lesion_recall_greater_zero,lesion_rmsd,lesion_rvd,lesion_voe,liver_assd,liver_dice,liver_dice_global,liver_dice_per_case,liver_jaccard,liver_msd,liver_rmsd,liver_rvd,liver_voe
nnUNet3D_1000,0.8250 (±0.0682),0.7957 (±0.0133),0.7560 (±0.0758),0.6698 (±0.0560),0.6706 (±0.0184),5.5798 (±0.6489),0.3466 (±0.0705),0.5795 (±0.1160),0.3966 (±0.0387),0.6610 (±0.0427),1.2642 (±0.1161),0.0650 (±0.1037),0.3294 (±0.0184),1.6295 (±0.4825),0.9628 (±0.0062),0.9656 (±0.0076),0.9628 (±0.0062),0.9301 (±0.0103),42.9474 (±7.9343),4.3578 (±1.2275),0.0017 (±0.0221),0.0699 (±0.0103)
